965731561,Togo,Meat,Offline,C,11/23/15,Sub-Saharan Africa,11/28/15,284,421.89,364.69,119816.76,103571.96,16244.8,TG
959092128,Swaziland,Cereal,Offline,M,12/24/12,Sub-Saharan Africa,12/29/12,5529,205.7,117.11,1137315.3,647501.19,489814.11,SZ
446600949,Iran,Cereal,Offline,M,12/10/15,Middle East and North Africa,1/4/16,8000,205.7,117.11,1645600.0,936880.0,708720.0,IR
353306853,Nicaragua,Meat,Offline,C,5/8/13,Central America and the Caribbean,6/13/13,204,421.89,364.69,86065.56,74396.76,11668.8,NI
324571168,Tonga,Cereal,Offline,M,7/23/17,Australia and Oceania,8/12/17,6676,205.7,117.11,1373253.2,781826.36,591426.84,TO
976067721,Kosovo,Beverages,Online,M,6/25/15,Europe,6/26/15,8984,47.45,31.79,426290.8,285601.36,140689.44,XK
743782842,South Sudan,Vegetables,Online,C,3/30/10,Sub-Saharan Africa,4/14/10,726,154.06,90.93,111847.56,66015.18,45832.38,SS
834015357,Senegal,Vegetables,Offline,L,5/23/17,Sub-Saharan Africa,6/27/17,2533,154.06,90.93,390233.98,230325.69,159908.29,SN
273376595,Saint Vincent and the Grenadines,Cosmetics,Online,M,9/4/15,Central America and the Caribbean,10/23/15,7064,437.2,263.33,3088380.8,1860163.12,1228217.68,VC
858790385,Federated States of Micronesia,Personal Care,Online,L,6/2/11,Australia and Oceania,7/4/11,4014,81.73,56.67,328064.22,227473.38,100590.84,""
407493054,Georgia,Clothes,Online,H,12/31/11,Europe,1/23/12,5105,109.28,35.84,557874.4,182963.2,374911.2,GE
407033431,Rwanda,Cosmetics,Offline,C,7/6/14,Sub-Saharan Africa,8/24/14,9092,437.2,263.33,3975022.4,2394196.36,1580826.04,RW
165272843,Belarus,Beverages,Offline,M,2/8/17,Europe,3/30/17,6762,47.45,31.79,320856.9,214963.98,105892.92,BY
860385119,Palau,Office Supplies,Online,M,3/23/15,Australia and Oceania,3/28/15,5931,651.21,524.96,3862326.51,3113537.76,748788.75,PW
590856587,Brunei,Office Supplies,Online,H,12/5/12,Asia,12/11/12,6449,651.21,524.96,4199653.29,3385467.04,814186.25,BN
225486075,Tuvalu,Fruits,Online,M,7/29/11,Australia and Oceania,9/1/11,5195,9.33,6.92,48469.35,35949.4,12519.95,TV
253384912,Cyprus,Household,Offline,C,7/28/13,Europe,8/28/13,1081,668.27,502.54,722399.87,543245.74,179154.13,CY
333976924,Rwanda,Personal Care,Online,L,1/17/11,Sub-Saharan Africa,2/15/11,48,81.73,56.67,3923.04,2720.16,1202.88,RW
646998441,Yemen,Household,Online,C,4/28/12,Middle East and North Africa,5/22/12,71,668.27,502.54,47447.17,35680.34,11766.83,YE
542498290,Central African Republic,Clothes,Offline,M,6/11/15,Sub-Saharan Africa,7/30/15,6154,109.28,35.84,672509.12,220559.36,451949.76,CF
790837800,Afghanistan,Office Supplies,Online,L,12/7/11,Middle East and North Africa,1/25/12,5334,651.21,524.96,3473554.14,2800136.64,673417.5,AF
432690799,Tuvalu,Fruits,Online,M,4/26/13,Australia and Oceania,5/7/13,1678,9.33,6.92,15655.74,11611.76,4043.98,TV
829043614,Ukraine,Personal Care,Offline,L,1/16/17,Europe,2/18/17,1284,81.73,56.67,104941.32,72764.28,32177.04,UA
711195075,Italy,Baby Food,Offline,H,4/6/10,Europe,5/26/10,7282,255.28,159.42,1858948.96,1160896.44,698052.52,IT
230756509,Egypt,Personal Care,Offline,L,6/24/11,Middle East and North Africa,7/6/11,4834,81.73,56.67,395082.82,273942.78,121140.04,EG
509651744,Mauritania,Clothes,Offline,L,10/4/13,Sub-Saharan Africa,10/13/13,6131,109.28,35.84,669995.68,219735.04,450260.64,MR
490117108,Bahrain,Meat,Offline,H,3/27/11,Middle East and North Africa,5/7/11,5399,421.89,364.69,2277784.11,1968961.31,308822.8,BH
984701430,Norway,Cereal,Offline,H,6/19/10,Europe,8/5/10,3890,205.7,117.11,800173.0,455557.9,344615.1,NO
626266038,Madagascar,Vegetables,Offline,H,7/1/11,Sub-Saharan Africa,7/31/11,4892,154.06,90.93,753661.52,444829.56,308831.96,MG
817984759,Democratic Republic of the Congo,Fruits,Online,H,8/28/11,Sub-Saharan Africa,9/29/11,8723,9.33,6.92,81385.59,60363.16,21022.43,CD
783343923,Jamaica,Personal Care,Offline,L,11/26/16,Central America and the Caribbean,12/2/16,7729,81.73,56.67,631691.17,438002.43,193688.74,JM
716142356,Belgium,Fruits,Online,L,5/6/15,Europe,6/21/15,1292,9.33,6.92,12054.36,8940.64,3113.72,BE
430491387,Montenegro,Snacks,Offline,H,4/13/11,Europe,4/20/11,823,152.58,97.44,125573.34,80193.12,45380.22,ME
710814845,Taiwan,Beverages,Online,M,11/15/13,Asia,12/20/13,4763,47.45,31.79,226004.35,151415.77,74588.58,TW
161849057,Belgium,Cereal,Offline,H,8/17/10,Europe,9/22/10,3588,205.7,117.11,738051.6,420190.68,317860.92,BE
158642852,Finland,Snacks,Online,C,8/13/16,Europe,8/19/16,4800,152.58,97.44,732384.0,467712.0,264672.0,FI
796557557,Spain,Vegetables,Online,L,2/14/10,Europe,2/18/10,7937,154.06,90.93,1222774.22,721711.41,501062.81,ES
441267001,Lithuania,Cereal,Online,M,2/17/12,Europe,3/17/12,9566,205.7,117.11,1967726.2,1120274.26,847451.94,LT
678757512,Dominican Republic,Cosmetics,Offline,M,5/29/14,Central America and the Caribbean,7/7/14,8286,437.2,263.33,3622639.2,2181952.38,1440686.82,DO
465327918,Solomon Islands,Snacks,Offline,L,7/28/13,Australia and Oceania,9/1/13,9726,152.58,97.44,1483993.08,947701.44,536291.64,SB
177589547,Ireland,Cereal,Offline,M,11/17/14,Europe,12/15/14,1548,205.7,117.11,318423.6,181286.28,137137.32,IE
262466228,Vanuatu,Beverages,Offline,C,4/15/13,Australia and Oceania,5/4/13,8444,47.45,31.79,400667.8,268434.76,132233.04,VU
787194287,Zimbabwe,Cereal,Online,C,5/23/12,Sub-Saharan Africa,6/15/12,7138,205.7,117.11,1468286.6,835931.18,632355.42,ZW
989322555,Jamaica,Household,Offline,H,1/27/13,Central America and the Caribbean,3/8/13,1384,668.27,502.54,924885.68,695515.36,229370.32,JM
626712357,Slovenia,Fruits,Offline,C,4/10/17,Europe,5/17/17,6968,9.33,6.92,65011.44,48218.56,16792.88,SI
427537524,Belarus,Personal Care,Online,C,8/20/16,Europe,9/4/16,6709,81.73,56.67,548326.57,380199.03,168127.54,BY
740284383,Botswana,Cereal,Online,M,6/12/11,Sub-Saharan Africa,7/27/11,5454,205.7,117.11,1121887.8,638717.94,483169.86,BW
183751761,Burkina Faso,Meat,Online,H,5/31/14,Sub-Saharan Africa,6/29/14,5084,421.89,364.69,2144888.76,1854083.96,290804.8,BF
597050988,Syria,Cereal,Online,L,8/4/16,Middle East and North Africa,9/10/16,9510,205.7,117.11,1956207.0,1113716.1,842490.9,SY
289605891,Chad,Vegetables,Offline,L,11/21/13,Sub-Saharan Africa,12/16/13,9674,154.06,90.93,1490376.44,879656.82,610719.62,TD
791152799,Yemen,Vegetables,Online,C,11/8/10,Middle East and North Africa,11/21/10,8549,154.06,90.93,1317058.94,777360.57,539698.37,YE
101740539,United States of America,Meat,Online,C,11/16/16,North America,11/26/16,6141,421.89,364.69,2590826.49,2239561.29,351265.2,US
341730439,Japan,Snacks,Online,M,2/16/12,Asia,3/24/12,4486,152.58,97.44,684473.88,437115.84,247358.04,JP
101796329,Panama,Vegetables,Offline,M,12/2/11,Central America and the Caribbean,12/6/11,2651,154.06,90.93,408413.06,241055.43,167357.63,PA
292924535,Sri Lanka,Cereal,Online,M,6/25/17,Asia,7/30/17,1734,205.7,117.11,356683.8,203068.74,153615.06,LK
996413886,Saint Kitts and Nevis,Beverages,Online,M,3/7/12,Central America and the Caribbean,4/17/12,9866,47.45,31.79,468141.7,313640.14,154501.56,""
113875710,Armenia,Personal Care,Offline,M,9/27/10,Europe,11/12/10,7208,81.73,56.67,589109.84,408477.36,180632.48,AM
117233836,Slovenia,Baby Food,Offline,L,1/3/10,Europe,1/16/10,952,255.28,159.42,243026.56,151767.84,91258.72,SI
398724591,Guatemala,Meat,Offline,H,6/23/15,Central America and the Caribbean,7/12/15,322,421.89,364.69,135848.58,117430.18,18418.4,GT
420896804,Greece,Baby Food,Online,C,10/8/14,Europe,11/6/14,1572,255.28,159.42,401300.16,250608.24,150691.92,GR
166611802,Italy,Clothes,Offline,H,9/21/11,Europe,10/10/11,2990,109.28,35.84,326747.2,107161.6,219585.6,IT
589043414,Burundi,Vegetables,Online,L,1/7/15,Sub-Saharan Africa,1/14/15,9891,154.06,90.93,1523807.46,899388.63,624418.83,BI
461677968,Bahrain,Beverages,Offline,C,9/11/11,Middle East and North Africa,10/4/11,9625,47.45,31.79,456706.25,305978.75,150727.5,BH
428314292,Tajikistan,Beverages,Offline,C,5/7/16,Asia,6/8/16,6572,47.45,31.79,311841.4,208923.88,102917.52,TJ
753063714,Ethiopia,Office Supplies,Offline,L,5/12/14,Sub-Saharan Africa,5/29/14,7143,651.21,524.96,4651593.03,3749789.28,901803.75,ET
870350062,Guatemala,Personal Care,Offline,M,2/6/11,Central America and the Caribbean,3/25/11,4779,81.73,56.67,390587.67,270825.93,119761.74,GT
734909665,Iraq,Office Supplies,Offline,H,1/1/13,Middle East and North Africa,1/5/13,4956,651.21,524.96,3227396.76,2601701.76,625695.0,IQ
371791350,Cyprus,Beverages,Offline,L,3/20/16,Europe,3/29/16,177,47.45,31.79,8398.65,5626.83,2771.82,CY
326356446,Guinea-Bissau,Snacks,Offline,C,5/17/10,Sub-Saharan Africa,7/3/10,4980,152.58,97.44,759848.4,485251.2,274597.2,GW
314278781,Burundi,Cereal,Offline,H,9/6/12,Sub-Saharan Africa,10/14/12,930,205.7,117.11,191301.0,108912.3,82388.7,BI
571544682,Malaysia,Vegetables,Online,M,2/13/11,Asia,3/5/11,1627,154.06,90.93,250655.62,147943.11,102712.51,MY
504452979,Hungary,Cosmetics,Online,L,8/29/13,Europe,9/15/13,7701,437.2,263.33,3366877.2,2027904.33,1338972.87,HU
939614999,South Sudan,Fruits,Online,C,3/15/14,Sub-Saharan Africa,3/29/14,1813,9.33,6.92,16915.29,12545.96,4369.33,SS
973954570,Bosnia and Herzegovina,Baby Food,Offline,C,6/28/11,Europe,8/7/11,3655,255.28,159.42,933048.4,582680.1,350368.3,BA
224708020,Syria,Clothes,Online,C,11/27/12,Middle East and North Africa,12/27/12,4952,109.28,35.84,541154.56,177479.68,363674.88,SY
